candidate_id,source_id,review_status,selected_by,reviewed_at,target_usage,rejection_reason,notes
CAND-STG-ART07-0005,SRC-STG-ART07-0005,pending_review,,,source_selected,,source_sha256=17AAA6F9A694B27CB8962AAC8339C6558D1B7D1F455E1872567FA24283A0851B;staged_sha256=17AAA6F9A694B27CB8962AAC8339C6558D1B7D1F455E1872567FA24283A0851B;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\map_icon\map_icon_exit.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0006,SRC-STG-ART07-0006,pending_review,,,runtime_candidate,,source_sha256=17AAA6F9A694B27CB8962AAC8339C6558D1B7D1F455E1872567FA24283A0851B;staged_sha256=17AAA6F9A694B27CB8962AAC8339C6558D1B7D1F455E1872567FA24283A0851B;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\map_icon\map_icon_exit.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0007,SRC-STG-ART07-0007,pending_review,,,source_selected,,source_sha256=EE5C05ED66F66173A241B5CFC470458AE0C983265CEE2E9C2445CDE83AD84A25;staged_sha256=EE5C05ED66F66173A241B5CFC470458AE0C983265CEE2E9C2445CDE83AD84A25;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\map_icon\map_icon_marker_flag.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0008,SRC-STG-ART07-0008,pending_review,,,runtime_candidate,,source_sha256=EE5C05ED66F66173A241B5CFC470458AE0C983265CEE2E9C2445CDE83AD84A25;staged_sha256=EE5C05ED66F66173A241B5CFC470458AE0C983265CEE2E9C2445CDE83AD84A25;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\map_icon\map_icon_marker_flag.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0009,SRC-STG-ART07-0009,pending_review,,,source_selected,,source_sha256=E569A257B1F77436468466A15D66856BA01477B7A90EDA433942B4B536354BBC;staged_sha256=E569A257B1F77436468466A15D66856BA01477B7A90EDA433942B4B536354BBC;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\map_icon\map_icon_mine.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0010,SRC-STG-ART07-0010,pending_review,,,runtime_candidate,,source_sha256=E569A257B1F77436468466A15D66856BA01477B7A90EDA433942B4B536354BBC;staged_sha256=E569A257B1F77436468466A15D66856BA01477B7A90EDA433942B4B536354BBC;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\map_icon\map_icon_mine.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0011,SRC-STG-ART07-0011,pending_review,,,source_selected,,source_sha256=D3612A9B24102986B2E9A52E2F9929F9D854EEE95DC0F0D50DB9864093B4F165;staged_sha256=D3612A9B24102986B2E9A52E2F9929F9D854EEE95DC0F0D50DB9864093B4F165;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\map_icon\map_icon_monster.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0012,SRC-STG-ART07-0012,pending_review,,,runtime_candidate,,source_sha256=D3612A9B24102986B2E9A52E2F9929F9D854EEE95DC0F0D50DB9864093B4F165;staged_sha256=D3612A9B24102986B2E9A52E2F9929F9D854EEE95DC0F0D50DB9864093B4F165;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\map_icon\map_icon_monster.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0013,SRC-STG-ART07-0013,pending_review,,,source_selected,,source_sha256=00276660501B46B6C4C099D994F3D9A74904C76A33EF99E92209713DECDF22CA;staged_sha256=00276660501B46B6C4C099D994F3D9A74904C76A33EF99E92209713DECDF22CA;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\map_tile_icon\map_tile_explored.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0014,SRC-STG-ART07-0014,pending_review,,,runtime_candidate,,source_sha256=00276660501B46B6C4C099D994F3D9A74904C76A33EF99E92209713DECDF22CA;staged_sha256=00276660501B46B6C4C099D994F3D9A74904C76A33EF99E92209713DECDF22CA;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\map_tile_icon\map_tile_explored.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0015,SRC-STG-ART07-0015,pending_review,,,source_selected,,source_sha256=C77D134EB35289CED75E0F14FB997C7005A1ADF005DA75E6E141A68C39937F79;staged_sha256=C77D134EB35289CED75E0F14FB997C7005A1ADF005DA75E6E141A68C39937F79;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\map_tile_icon\map_tile_scanned.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0016,SRC-STG-ART07-0016,pending_review,,,runtime_candidate,,source_sha256=C77D134EB35289CED75E0F14FB997C7005A1ADF005DA75E6E141A68C39937F79;staged_sha256=C77D134EB35289CED75E0F14FB997C7005A1ADF005DA75E6E141A68C39937F79;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\map_tile_icon\map_tile_scanned.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0017,SRC-STG-ART07-0017,pending_review,,,source_selected,,source_sha256=B937168633B65D1B74F83CEDF9FC0F6EB859939D3A5AB4FD6762D5501A96EBED;staged_sha256=B937168633B65D1B74F83CEDF9FC0F6EB859939D3A5AB4FD6762D5501A96EBED;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\map_tile_icon\map_tile_unknown.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0018,SRC-STG-ART07-0018,pending_review,,,runtime_candidate,,source_sha256=B937168633B65D1B74F83CEDF9FC0F6EB859939D3A5AB4FD6762D5501A96EBED;staged_sha256=B937168633B65D1B74F83CEDF9FC0F6EB859939D3A5AB4FD6762D5501A96EBED;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\map_tile_icon\map_tile_unknown.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0019,SRC-STG-ART07-0019,pending_review,,,source_selected,,source_sha256=819C31BC1070AC5C9832EEA32605584BC6D835ED952A40371AEC308F2379455A;staged_sha256=819C31BC1070AC5C9832EEA32605584BC6D835ED952A40371AEC308F2379455A;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_key_prompt\ui_key_e.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0020,SRC-STG-ART07-0020,pending_review,,,runtime_candidate,,source_sha256=819C31BC1070AC5C9832EEA32605584BC6D835ED952A40371AEC308F2379455A;staged_sha256=819C31BC1070AC5C9832EEA32605584BC6D835ED952A40371AEC308F2379455A;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_key_prompt\ui_key_e.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0021,SRC-STG-ART07-0021,pending_review,,,source_selected,,source_sha256=9A9A580FE1A1FB7268A905FA1E04B12576048D1D963CBB02F097E41B821E4EAB;staged_sha256=9A9A580FE1A1FB7268A905FA1E04B12576048D1D963CBB02F097E41B821E4EAB;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_key_prompt\ui_key_esc.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0022,SRC-STG-ART07-0022,pending_review,,,runtime_candidate,,source_sha256=9A9A580FE1A1FB7268A905FA1E04B12576048D1D963CBB02F097E41B821E4EAB;staged_sha256=9A9A580FE1A1FB7268A905FA1E04B12576048D1D963CBB02F097E41B821E4EAB;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_key_prompt\ui_key_esc.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0023,SRC-STG-ART07-0023,pending_review,,,source_selected,,source_sha256=EC188529DC43CB042E9EAFF489FBDFDD4B300B046B066FC666D2C4878DF98D87;staged_sha256=EC188529DC43CB042E9EAFF489FBDFDD4B300B046B066FC666D2C4878DF98D87;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_key_prompt\ui_key_f.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0024,SRC-STG-ART07-0024,pending_review,,,runtime_candidate,,source_sha256=EC188529DC43CB042E9EAFF489FBDFDD4B300B046B066FC666D2C4878DF98D87;staged_sha256=EC188529DC43CB042E9EAFF489FBDFDD4B300B046B066FC666D2C4878DF98D87;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_key_prompt\ui_key_f.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0025,SRC-STG-ART07-0025,pending_review,,,source_selected,,source_sha256=18E737B8021ED01216132B95494A0CB7D83D71D006CC3C87AA83B103140F1FCD;staged_sha256=18E737B8021ED01216132B95494A0CB7D83D71D006CC3C87AA83B103140F1FCD;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_key_prompt\ui_key_m.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0026,SRC-STG-ART07-0026,pending_review,,,runtime_candidate,,source_sha256=18E737B8021ED01216132B95494A0CB7D83D71D006CC3C87AA83B103140F1FCD;staged_sha256=18E737B8021ED01216132B95494A0CB7D83D71D006CC3C87AA83B103140F1FCD;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_key_prompt\ui_key_m.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0027,SRC-STG-ART07-0027,pending_review,,,source_selected,,source_sha256=099706289B700AEBAF7B6B679E26B2D7D8414FD624B2C7673378629582A79682;staged_sha256=099706289B700AEBAF7B6B679E26B2D7D8414FD624B2C7673378629582A79682;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_key_prompt\ui_key_q.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0028,SRC-STG-ART07-0028,pending_review,,,runtime_candidate,,source_sha256=099706289B700AEBAF7B6B679E26B2D7D8414FD624B2C7673378629582A79682;staged_sha256=099706289B700AEBAF7B6B679E26B2D7D8414FD624B2C7673378629582A79682;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_key_prompt\ui_key_q.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0029,SRC-STG-ART07-0029,pending_review,,,source_selected,,source_sha256=49AC601D40A4E14B5F76E5906F573C444C0A6D36EACA013B60B1B74C81DD3D47;staged_sha256=49AC601D40A4E14B5F76E5906F573C444C0A6D36EACA013B60B1B74C81DD3D47;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_key_prompt\ui_key_t.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0030,SRC-STG-ART07-0030,pending_review,,,runtime_candidate,,source_sha256=49AC601D40A4E14B5F76E5906F573C444C0A6D36EACA013B60B1B74C81DD3D47;staged_sha256=49AC601D40A4E14B5F76E5906F573C444C0A6D36EACA013B60B1B74C81DD3D47;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_key_prompt\ui_key_t.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0031,SRC-STG-ART07-0031,pending_review,,,source_selected,,source_sha256=EC58BAE34F8CBD3612E8B9DC2326285126BA1CC34BD20246CF1BB78AC7AABB90;staged_sha256=EC58BAE34F8CBD3612E8B9DC2326285126BA1CC34BD20246CF1BB78AC7AABB90;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\item_consumable\item_consumable_medkit.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0032,SRC-STG-ART07-0032,pending_review,,,runtime_candidate,,source_sha256=EC58BAE34F8CBD3612E8B9DC2326285126BA1CC34BD20246CF1BB78AC7AABB90;staged_sha256=EC58BAE34F8CBD3612E8B9DC2326285126BA1CC34BD20246CF1BB78AC7AABB90;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\item_consumable\item_consumable_medkit.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0033,SRC-STG-ART07-0033,pending_review,,,source_selected,,source_sha256=1D103D257DFA58ADF097BE31493DC94906836857DF6431B6D42065EA61FCDB45;staged_sha256=1D103D257DFA58ADF097BE31493DC94906836857DF6431B6D42065EA61FCDB45;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\item_consumable\item_consumable_syringe.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0034,SRC-STG-ART07-0034,pending_review,,,runtime_candidate,,source_sha256=1D103D257DFA58ADF097BE31493DC94906836857DF6431B6D42065EA61FCDB45;staged_sha256=1D103D257DFA58ADF097BE31493DC94906836857DF6431B6D42065EA61FCDB45;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\item_consumable\item_consumable_syringe.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0035,SRC-STG-ART07-0035,pending_review,,,source_selected,,source_sha256=339826ACF7CEB1736B2A3D4B172022B0CD1ACE084AC49FEAA2DF65D5793C4A35;staged_sha256=339826ACF7CEB1736B2A3D4B172022B0CD1ACE084AC49FEAA2DF65D5793C4A35;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\item_equipment\item_equipment_flashlight.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0036,SRC-STG-ART07-0036,pending_review,,,runtime_candidate,,source_sha256=339826ACF7CEB1736B2A3D4B172022B0CD1ACE084AC49FEAA2DF65D5793C4A35;staged_sha256=339826ACF7CEB1736B2A3D4B172022B0CD1ACE084AC49FEAA2DF65D5793C4A35;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\item_equipment\item_equipment_flashlight.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0037,SRC-STG-ART07-0037,pending_review,,,source_selected,,source_sha256=24462587E2902253A8383BE61EDFA1EC3118A0FE4F1610840FD165309B80A335;staged_sha256=24462587E2902253A8383BE61EDFA1EC3118A0FE4F1610840FD165309B80A335;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\item_equipment\item_equipment_goggles.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0038,SRC-STG-ART07-0038,pending_review,,,runtime_candidate,,source_sha256=24462587E2902253A8383BE61EDFA1EC3118A0FE4F1610840FD165309B80A335;staged_sha256=24462587E2902253A8383BE61EDFA1EC3118A0FE4F1610840FD165309B80A335;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\item_equipment\item_equipment_goggles.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0039,SRC-STG-ART07-0039,pending_review,,,source_selected,,source_sha256=78860D8DC692B4D2A4F6B1F985AF885F34B478B315B121C849EA5BDACD85D574;staged_sha256=78860D8DC692B4D2A4F6B1F985AF885F34B478B315B121C849EA5BDACD85D574;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\item_recovered\item_recovered_ore.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0040,SRC-STG-ART07-0040,pending_review,,,runtime_candidate,,source_sha256=78860D8DC692B4D2A4F6B1F985AF885F34B478B315B121C849EA5BDACD85D574;staged_sha256=78860D8DC692B4D2A4F6B1F985AF885F34B478B315B121C849EA5BDACD85D574;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\item_recovered\item_recovered_ore.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0041,SRC-STG-ART07-0041,pending_review,,,source_selected,,source_sha256=99DCED078AC8D2DBE127689D8005715F2878185B14884355BCBC4F471FD06A1C;staged_sha256=99DCED078AC8D2DBE127689D8005715F2878185B14884355BCBC4F471FD06A1C;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_button_blank\ui_button_blank_dark.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0042,SRC-STG-ART07-0042,pending_review,,,runtime_candidate,,source_sha256=99DCED078AC8D2DBE127689D8005715F2878185B14884355BCBC4F471FD06A1C;staged_sha256=99DCED078AC8D2DBE127689D8005715F2878185B14884355BCBC4F471FD06A1C;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_button_blank\ui_button_blank_dark.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0043,SRC-STG-ART07-0043,pending_review,,,source_selected,,source_sha256=5426CBCF75284BDE97B98A0E1677C9E78F349DCC6C78224F8E6441343BD0A3E2;staged_sha256=5426CBCF75284BDE97B98A0E1677C9E78F349DCC6C78224F8E6441343BD0A3E2;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_button\ui_button_back_main.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0044,SRC-STG-ART07-0044,pending_review,,,runtime_candidate,,source_sha256=5426CBCF75284BDE97B98A0E1677C9E78F349DCC6C78224F8E6441343BD0A3E2;staged_sha256=5426CBCF75284BDE97B98A0E1677C9E78F349DCC6C78224F8E6441343BD0A3E2;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_button\ui_button_back_main.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0045,SRC-STG-ART07-0045,pending_review,,,source_selected,,source_sha256=E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873;staged_sha256=E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_button\ui_button_confirm_deploy_large.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0046,SRC-STG-ART07-0046,pending_review,,,runtime_candidate,,source_sha256=E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873;staged_sha256=E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_button\ui_button_confirm_deploy_large.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0047,SRC-STG-ART07-0047,pending_review,,,source_selected,,source_sha256=55B1B40BBC90B97A1C8FD6F0DAB23476EBCDB0E741748844A8D63F1670E0B74B;staged_sha256=55B1B40BBC90B97A1C8FD6F0DAB23476EBCDB0E741748844A8D63F1670E0B74B;staged_path=D:\AGAME1\Base Art\03_selected\draw_30_game_ready\ui_deploy_button\ui_button_nav_loadout.png;role=source_selected;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
CAND-STG-ART07-0048,SRC-STG-ART07-0048,pending_review,,,runtime_candidate,,source_sha256=55B1B40BBC90B97A1C8FD6F0DAB23476EBCDB0E741748844A8D63F1670E0B74B;staged_sha256=55B1B40BBC90B97A1C8FD6F0DAB23476EBCDB0E741748844A8D63F1670E0B74B;staged_path=D:\AGAME1\Base Art\05_export_runtime_candidates\art07_first_batch\ui_deploy_button\ui_button_nav_loadout.png;role=runtime_candidate;runtime_import_status=not_ready;art_stage=ART07;copy_action=copied
